"ShaderTypeName","ShaderType","Frequency","NumShaders","ShadersSize"
"FTemporalResolveCS","Global","SF_Compute","1","4722"
"FTemporalUpsampleDepthPS","Global","SF_Pixel","1","4598"
"FTestImagePS","Global","SF_Pixel","1","3996"
"FTestRaygenShader","Global","SF_RayGen","1","3940"
"FTextureAccumulateCS","Global","SF_Compute","1","2233"
"FTextureAccumulateConstantCS","Global","SF_Compute","2","4598"
"FTextureBufferMappedCopyCS","Global","SF_Compute","5","10754"
"FTextureDivideCS","Global","SF_Compute","1","2342"
"FTextureMultiplyCS","Global","SF_Compute","1","2342"
"FTileClassificationCS","Global","SF_Compute","6","34199"
"FTonemapCS","Global","SF_Compute","124","744405"
"FTonemapPS","Global","SF_Pixel","124","777541"
"FTonemapProjectionDebugTexturePS","Global","SF_Pixel","1","3504"
"FTonemapVS","Global","SF_Vertex","1","2839"
"FTopLevelCreateBitmaskCS","Global","SF_Compute","1","2709"
"FTopLevelGridCalculateVoxelSize","Global","SF_Compute","1","4771"
"FTranscodePageToGPU_CS","Global","SF_Compute","12","164492"
"FTransferFunctionOidnCS","Global","SF_Compute","2","5789"
"FTransferVelocityPassCS","Global","SF_Compute","1","1940"
"FTranslucencyUpsampleResponsiveAAPS","Global","SF_Pixel","1","2593"
"FTranslucencyVolumeIntegrateCS","Global","SF_Compute","2","10410"
"FTranslucencyVolumeSpatialSeparableFilterCS","Global","SF_Compute","1","2862"
"FTranslucencyVolumeTraceVoxelsCS","Global","SF_Compute","12","172910"
"FTranslucentLightingInjectBatchCS","Global","SF_Compute","16","136631"
"FUYVYConvertPS","Global","SF_Pixel","1","3111"
"FUndistortImagePointsCS","Global","SF_Compute","1","2205"
"FUpdateAndClearDirtyFlagsCS","Global","SF_Compute","1","2533"
"FUpdateCacheForUsedProbesCS","Global","SF_Compute","1","3485"
"FUpdateClusterLeafFlags_CS","Global","SF_Compute","1","2152"
"FUpdateHistoryDepthRejectionPS","Global","SF_Pixel","1","5927"
"FUpdatePhysicalPageAddresses","Global","SF_Compute","2","5823"
"FUpdatePhysicalPages","Global","SF_Compute","4","14035"
"FUpdateSampleCoverageCS","Global","SF_Compute","1","2979"
"FUpdateTexture2DSubresourceCS_Float","Global","SF_Compute","1","2116"
"FUpdateTexture2DSubresourceCS_Int32","Global","SF_Compute","1","2098"
"FUpdateTexture2DSubresourceCS_Uint32","Global","SF_Compute","1","2127"
"FUpdateTexture3DSubresourceCS","Global","SF_Compute","1","2179"
"FUploadHeightFieldToAtlasCS","Global","SF_Compute","1","2393"
"FUploadVisibilityToAtlasCS","Global","SF_Compute","1","2456"
"FUpsampleAndIntegrateCS","Global","SF_Compute","6","38791"
"FUpscalePS","Global","SF_Pixel","14","47009"
"FUpscaleVS","Global","SF_Vertex","1","2747"
"FVSMResetInstanceStateCS","Global","SF_Compute","1","4486"
"FVSMUpdateViewInstanceStateCS","Global","SF_Compute","1","3742"
"FVYUConvertPS","Global","SF_Pixel","1","3730"
"FViewDepthCopyCS","Global","SF_Compute","1","2290"
"FVirtualShadowMapProjectionCS","Global","SF_Compute","96","2030053"
"FVirtualShadowMapProjectionCompositeFromMaskBitsPS","Global","SF_Pixel","1","6367"
"FVirtualShadowMapProjectionCompositePS","Global","SF_Pixel","1","2343"
"FVirtualShadowMapProjectionCompositeTileVS","Global","SF_Vertex","1","2555"
"FVirtualShadowMapTraceLightSamplesCS","Global","SF_Compute","1","18392"
"FVirtualSmBBuildHZBPerPageTopCS","Global","SF_Compute","1","3482"
"FVirtualSmBuildHZBPerPageCS","Global","SF_Compute","1","5098"
"FVirtualSmCopyStatsCS","Global","SF_Compute","1","2220"
"FVirtualSmFeedbackStatusCS","Global","SF_Compute","1","2521"
"FVirtualSmLogPageListStatsCS","Global","SF_Compute","1","3541"
"FVirtualSmLogStatsCS","Global","SF_Compute","2","27480"
"FVirtualSmPrintClipmapStatsCS","Global","SF_Compute","1","6185"
"FVirtualVoxelGenerateMipCS","Global","SF_Compute","2","8524"
"FVirtualVoxelIndirectArgMipCS","Global","SF_Compute","1","1976"
"FVirtualVoxelInjectOpaqueCS","Global","SF_Compute","1","4525"
"FVisibleBricksHashCS","Global","SF_Compute","1","4547"
"FVisibleLightHashCS","Global","SF_Compute","3","9969"
"FVisiblityRasterClassificationCS","Global","SF_Compute","2","6249"
"FVisiblityRasterComputeBinningCS","Global","SF_Compute","3","23269"
"FVisiblityRasterComputeCompactionCS","Global","SF_Compute","1","3773"
"FVisiblityRasterComputeDebugCS","Global","SF_Compute","1","14061"
"FVisiblityRasterComputeNaiveCS","Global","SF_Compute","3","17079"
"FVisiblityRasterComputePrepareDepthGridCS","Global","SF_Compute","1","2894"
"FVisiblityRasterComputeRasterizeCS","Global","SF_Compute","1","8882"
"FVisiblityRasterComputeRasterizeMultiSampleCS","Global","SF_Compute","4","55690"
"FVisiblityRasterHWPS","Global","SF_Pixel","1","2452"
"FVisiblityRasterHWVS","Global","SF_Vertex","3","13955"
"FVisualizeBitFieldFloatTexturePS","Global","SF_Pixel","1","2806"
"FVisualizeBufferPS","Global","SF_Pixel","1","2793"
"FVisualizeComplexityApplyPS","Global","SF_Pixel","2","12516"
"FVisualizeDOFPS","Global","SF_Pixel","1","3512"
"FVisualizeDistanceFieldUpsamplePS","Global","SF_Pixel","1","2165"
"FVisualizeGBufferHintsPS","Global","SF_Pixel","1","6910"
"FVisualizeHDRPS","Global","SF_Pixel","1","30432"
"FVisualizeLevelInstancePS","Global","SF_Pixel","4","17183"
"FVisualizeLocalExposurePS","Global","SF_Pixel","2","9757"
"FVisualizeLumenSceneCS","Global","SF_Compute","24","783705"
"FVisualizeLumenSceneCursorDataCS","Global","SF_Compute","1","11362"
"FVisualizeMeshDistanceFieldCS","Global","SF_Compute","9","95945"
"FVisualizeMotionVectorsPS","Global","SF_Pixel","1","4488"
"FVisualizeNanitePS","Global","SF_Pixel","1","2793"
"FVisualizePathTracingMotionVectorPS","Global","SF_Pixel","1","3940"
"FVisualizePrimitiveGroupsCS","Global","SF_Compute","1","5058"
"FVisualizeRadianceCachePS","Global","SF_Pixel","5","20666"
"FVisualizeRadianceCacheVS","Global","SF_Vertex","1","3653"
"FVisualizeRadiosityProbesPS","Global","SF_Pixel","1","3734"
"FVisualizeRadiosityProbesVS","Global","SF_Vertex","1","3643"
"FVisualizeReflectionTracesCS","Global","SF_Compute","1","7395"
"FVisualizeShadingModelPS","Global","SF_Pixel","1","3685"
"FVisualizeTexturePS","Global","SF_Pixel","8","25290"
"FVisualizeTiledScreenSpaceReflectionsPS","Global","SF_Pixel","10","63923"
"FVisualizeTiledScreenSpaceReflectionsVS","Global","SF_Vertex","1","2510"
"FVisualizeTracesCS","Global","SF_Compute","1","4058"
"FVisualizeTracesPS","Global","SF_Pixel","1","1594"
"FVisualizeTracesVS","Global","SF_Vertex","1","2931"
"FVisualizeVirtualTextureApplyPS","Global","SF_Pixel","1","3022"
"FVisualizeVolumetricLightmapPS","Global","SF_Pixel","1","4751"
"FVisualizeVolumetricLightmapVS","Global","SF_Vertex","1","4168"
"FVisualizeWarpingPS","Global","SF_Pixel","1","3643"
"FVolumeCompactLightSampleTracesCS","Global","SF_Compute","2","5776"
"FVolumeFilterVisibleLightHashCS","Global","SF_Compute","1","3706"
"FVolumeGenerateLightSamplesCS","Global","SF_Compute","64","1849277"
"FVolumeHardwareRayTraceLightSamplesCS","Global","SF_Compute","64","891220"
"FVolumeHardwareRayTraceLightSamplesRGS","Global","SF_RayGen","16","219224"
"FVolumeShadeLightSamplesCS","Global","SF_Compute","64","876763"
"FVolumeSoftwareRayTraceLightSamplesCS","Global","SF_Compute","2","27780"
"FVolumeTextureTilePreviewPS","Global","SF_Pixel","1","3628"
"FVolumeTextureTracePreviewPS","Global","SF_Pixel","1","4331"
"FVolumeVisibleLightHashCS","Global","SF_Compute","2","5618"
"FVolumetricFogFinalIntegrationCS","Global","SF_Compute","1","3936"
"FVolumetricFogLightScatteringCS","Global","SF_Compute","480","7816297"
"FVolumetricFogMaterialSetupCS","Global","SF_Compute","4","18243"
"FVoxelAdaptiveFeedbackCS","Global","SF_Compute","1","2483"
"FVoxelAddIndirectBufferCS","Global","SF_Compute","1","2309"
"FVoxelAddNodeDescCS","Global","SF_Compute","2","5257"
"FVoxelAllocatePageIndexCS","Global","SF_Compute","1","4118"
"FVoxelAllocateVoxelPageCS","Global","SF_Compute","2","5873"
"FVoxelIndPageClearCS","Global","SF_Compute","1","2104"
"FVoxelMarkValidPageIndex_PrepareCS","Global","SF_Compute","2","6555"
"FVoxelRasterComputeCS","Global","SF_Compute","2","8680"
"FVoxelVirtualRaymarchingCS","Global","SF_Compute","2","109483"
"FWaterInfoTextureBlurPS","Global","SF_Pixel","1","2618"
"FWaterInfoTextureMergePS","Global","SF_Pixel","1","3772"
"FWaterRefractionCopyPS","Global","SF_Pixel","6","14421"
"FWaterTileCategorisationMarkCS","Global","SF_Compute","3","11866"
"FWaterTileClassificationBuildListsCS","Global","SF_Compute","4","12968"
"FWaterTileVS","Global","SF_Vertex","1","2510"
"FWholeSceneDirectionalShadowStencilVS","Global","SF_Vertex","1","2065"
"FWideCustomResolve0_1x_falsePS","Global","SF_Pixel","1","2206"
"FWideCustomResolve0_1x_truePS","Global","SF_Pixel","1","2206"
"FWideCustomResolve2_0x_falsePS","Global","SF_Pixel","1","2379"
"FWideCustomResolve2_0x_truePS","Global","SF_Pixel","1","2379"
"FWideCustomResolve2_1x_falsePS","Global","SF_Pixel","1","2784"
"FWideCustomResolve2_1x_truePS","Global","SF_Pixel","1","2784"
"FWideCustomResolve2_2x_falsePS","Global","SF_Pixel","1","2788"
"FWideCustomResolve2_2x_truePS","Global","SF_Pixel","1","2788"
"FWideCustomResolve2_3x_falsePS","Global","SF_Pixel","1","2791"
"FWideCustomResolve2_3x_truePS","Global","SF_Pixel","1","2791"
"FWideCustomResolve4_0x_falsePS","Global","SF_Pixel","1","2379"
"FWideCustomResolve4_0x_truePS","Global","SF_Pixel","1","2379"
"FWideCustomResolve4_1x_falsePS","Global","SF_Pixel","1","2981"
"FWideCustomResolve4_1x_truePS","Global","SF_Pixel","1","2981"
"FWideCustomResolve4_2x_falsePS","Global","SF_Pixel","1","3150"
"FWideCustomResolve4_2x_truePS","Global","SF_Pixel","1","3150"
"FWideCustomResolve4_3x_falsePS","Global","SF_Pixel","1","3328"
"FWideCustomResolve4_3x_truePS","Global","SF_Pixel","1","3328"
"FWideCustomResolve8_0x_falsePS","Global","SF_Pixel","1","2374"
"FWideCustomResolve8_0x_truePS","Global","SF_Pixel","1","2374"
"FWideCustomResolve8_1x_falsePS","Global","SF_Pixel","1","3635"
"FWideCustomResolve8_1x_truePS","Global","SF_Pixel","1","3635"
"FWideCustomResolve8_2x_falsePS","Global","SF_Pixel","1","3928"
"FWideCustomResolve8_2x_truePS","Global","SF_Pixel","1","3928"
"FWideCustomResolve8_3x_falsePS","Global","SF_Pixel","1","4212"
"FWideCustomResolve8_3x_truePS","Global","SF_Pixel","1","4212"
"FWideCustomResolveVS","Global","SF_Vertex","1","1528"
"FWriteToBoundingSphereVS","Global","SF_Vertex","1","2873"
"FWriteToSliceGS","Global","SF_Geometry","1","2012"
"FWriteToSliceVS","Global","SF_Vertex","1","2382"
"FYCbCrConvertPS","Global","SF_Pixel","1","3101"
"FYCbCrConvertPS_4x4Matrix","Global","SF_Pixel","1","3044"
"FYCoCgConvertPS","Global","SF_Pixel","1","3648"
"FYUVConvertPS","Global","SF_Pixel","1","3097"
"FYUVY416ConvertPS","Global","SF_Pixel","1","3730"
"FYUVv210ConvertPS","Global","SF_Pixel","1","3828"
"FYUVv216ConvertPS","Global","SF_Pixel","1","4035"
"FYUY2ConvertPS","Global","SF_Pixel","1","3123"
"FYVYUConvertPS","Global","SF_Pixel","1","3111"
"NiagaraComputeFreeIDsCS","Global","SF_Compute","1","3146"
"NiagaraFillIntBufferCS","Global","SF_Compute","1","1771"
"RegressionKernel::FInPlaceBatchedMatrixMultiplicationCS","Global","SF_Compute","69","268475"
"RegressionKernel::FLinearSolverBuildIndirectDispatchArgsCS","Global","SF_Compute","2","3774"
"RegressionKernel::FLinearSolverCS","Global","SF_Compute","18","170649"
"RegressionKernel::FLinearSolverIndirectCS","Global","SF_Compute","36","355036"
"RegressionKernel::FReconstructSpatialTemporalImage","Global","SF_Compute","45","183412"
"RenderSkyAtmosphereEditorHudPS","Global","SF_Pixel","1","17123"
"TCopyDataCS<1>","Global","SF_Compute","1","1772"
"TCopyDataCS<2>","Global","SF_Compute","1","1890"
"TDirectionalPercentageCloserShadowProjectionPS5false","Global","SF_Pixel","1","8760"
"TDirectionalPercentageCloserShadowProjectionPS5true","Global","SF_Pixel","1","8802"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 0 * 4 + 0)>","Global","SF_Compute","1","3680"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 0 * 4 + 1)>","Global","SF_Compute","1","3913"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 0 * 4 + 2)>","Global","SF_Compute","1","9776"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 1 * 4 + 0)>","Global","SF_Compute","1","4202"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 1 * 4 + 1)>","Global","SF_Compute","1","4440"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 1 * 4 + 2)>","Global","SF_Compute","1","10306"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 2 * 4 + 0)>","Global","SF_Compute","1","3794"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 2 * 4 + 1)>","Global","SF_Compute","1","4045"
"TGPUSkinCacheCS<(0 * 32 + 0 * 16 + 2 * 4 + 2)>","Global","SF_Compute","1","9519"
"TGPUSkinCacheCS<(0 * 32 + 1 * 16 + 0 * 4 + 0)>","Global","SF_Compute","1","3694"
"TGPUSkinCacheCS<(0 * 32 + 1 * 16 + 0 * 4 + 1)>","Global","SF_Compute","1","3932"
"TGPUSkinCacheCS<(0 * 32 + 1 * 16 + 0 * 4 + 2)>","Global","SF_Compute","1","9754"
"TGPUSkinCacheCS<(0 * 32 + 1 * 16 + 1 * 4 + 0)>","Global","SF_Compute","1","4210"
"TGPUSkinCacheCS<(0 * 32 + 1 * 16 + 1 * 4 + 1)>","Global","SF_Compute","1","4440"
"TGPUSkinCacheCS<(0 * 32 + 1 * 16 + 1 * 4 + 2)>","Global","SF_Compute","1","10289"
"TGPUSkinCacheCS<(1 * 32 + 0 * 16 + 0 * 4 + 0)>","Global","SF_Compute","1","3674"
"TGPUSkinCacheCS<(1 * 32 + 0 * 16 + 0 * 4 + 1)>","Global","SF_Compute","1","3926"
"TGPUSkinCacheCS<(1 * 32 + 0 * 16 + 0 * 4 + 2)>","Global","SF_Compute","1","9749"
"TGPUSkinCacheCS<(1 * 32 + 0 * 16 + 1 * 4 + 0)>","Global","SF_Compute","1","4229"
"TGPUSkinCacheCS<(1 * 32 + 0 * 16 + 1 * 4 + 1)>","Global","SF_Compute","1","4494"
"TGPUSkinCacheCS<(1 * 32 + 0 * 16 + 1 * 4 + 2)>","Global","SF_Compute","1","10405"
"TGPUSkinCacheCS<(1 * 32 + 1 * 16 + 0 * 4 + 0)>","Global","SF_Compute","1","3684"
"TGPUSkinCacheCS<(1 * 32 + 1 * 16 + 0 * 4 + 1)>","Global","SF_Compute","1","3940"
"TGPUSkinCacheCS<(1 * 32 + 1 * 16 + 0 * 4 + 2)>","Global","SF_Compute","1","9745"
"TGPUSkinCacheCS<(1 * 32 + 1 * 16 + 1 * 4 + 0)>","Global","SF_Compute","1","4242"
"TGPUSkinCacheCS<(1 * 32 + 1 * 16 + 1 * 4 + 1)>","Global","SF_Compute","1","4493"
"TGPUSkinCacheCS<(1 * 32 + 1 * 16 + 1 * 4 + 2)>","Global","SF_Compute","1","10424"
"TMeshPaintDilatePixelShader","Global","SF_Pixel","1","3065"
"TMeshPaintDilateVertexShader","Global","SF_Vertex","1","2386"
"TMeshPaintPixelShader","Global","SF_Pixel","5","16457"
"TMeshPaintVertexShader","Global","SF_Vertex","1","2388"
"TOneColorPixelShaderMRT","Global","SF_Pixel","43","89270"
"TOneColorVSfalsefalse","Global","SF_Vertex","1","2168"
"TOneColorVSfalsetrue","Global","SF_Vertex","1","2168"
"TOneColorVStruefalse","Global","SF_Vertex","1","1855"
"TOneColorVStruetrue","Global","SF_Vertex","1","1855"
"TPageTableUpdatePS<PF_R16G16B16A16_UINT>","Global","SF_Pixel","1","1500"
"TPageTableUpdatePS<PF_R16G16_UINT>","Global","SF_Pixel","1","1463"
"TPageTableUpdatePS<PF_R16_UINT>","Global","SF_Pixel","1","1442"
"TPageTableUpdatePS<PF_R32G32B32A32_UINT>","Global","SF_Pixel","1","1500"
"TPageTableUpdatePS<PF_R32G32_UINT>","Global","SF_Pixel","1","1463"
"TPageTableUpdatePS<PF_R32_UINT>","Global","SF_Pixel","1","1442"
"TPageTableUpdateVS<false>","Global","SF_Vertex","1","2668"
"TPageTableUpdateVS<true>","Global","SF_Vertex","1","2672"
"TParticleInjectionPS<false>","Global","SF_Pixel","1","1827"
"TParticleInjectionPS<true>","Global","SF_Pixel","1","1688"
"TParticleSimulationPS<PCM_DepthBuffer>","Global","SF_Pixel","1","7725"
"TParticleSimulationPS<PCM_DistanceField>","Global","SF_Pixel","1","9903"
"TParticleSimulationPS<PCM_None>","Global","SF_Pixel","1","5507"
"TPrefilterPlanarReflectionPS<false>","Global","SF_Pixel","1","2800"
"TPrefilterPlanarReflectionPS<true>","Global","SF_Pixel","1","4705"
"TScreenVSForGS<false>","Global","SF_Vertex","1","2209"
"TScreenVSForGS<true>","Global","SF_Vertex","1","2559"
"TShadowProjectionFromTranslucencyPS<1>","Global","SF_Pixel","1","3690"
"TShadowProjectionFromTranslucencyPS<2>","Global","SF_Pixel","1","3690"
"TShadowProjectionFromTranslucencyPS<3>","Global","SF_Pixel","1","3690"
"TShadowProjectionFromTranslucencyPS<4>","Global","SF_Pixel","1","3690"
"TShadowProjectionFromTranslucencyPS<5>","Global","SF_Pixel","1","3690"
"TSlateElementPSBorderfalsefalsefalsefalseA","Global","SF_Pixel","1","3452"
"TSlateElementPSBorderfalsetruefalsefalseA","Global","SF_Pixel","1","3284"
"TSlateElementPSBordertruefalsefalsefalseA","Global","SF_Pixel","1","3266"
"TSlateElementPSBordertruetruefalsefalseA","Global","SF_Pixel","1","3278"
"TSlateElementPSColorFontfalsetruefalsefalseA","Global","SF_Pixel","1","3242"
"TSlateElementPSColorFonttruetruefalsefalseA","Global","SF_Pixel","1","3254"
"TSlateElementPSDefaultfalsefalsefalsefalseA","Global","SF_Pixel","1","3280"
"TSlateElementPSDefaultfalsefalsefalsetrueA","Global","SF_Pixel","1","5379"
"TSlateElementPSDefaultfalsefalsetruefalseA","Global","SF_Pixel","1","3272"
"TSlateElementPSDefaultfalsefalsetruetrueA","Global","SF_Pixel","1","5319"
"TSlateElementPSDefaultfalsetruefalsefalseA","Global","SF_Pixel","1","3285"
"TSlateElementPSDefaultfalsetruefalsetrueA","Global","SF_Pixel","1","5417"
"TSlateElementPSDefaultfalsetruetruefalseA","Global","SF_Pixel","1","3265"
"TSlateElementPSDefaultfalsetruetruetrueA","Global","SF_Pixel","1","5322"
"TSlateElementPSDefaulttruefalsefalsefalseA","Global","SF_Pixel","1","3134"
"TSlateElementPSDefaulttruefalsefalsetrueA","Global","SF_Pixel","1","5387"
"TSlateElementPSDefaulttruefalsetruefalseA","Global","SF_Pixel","1","3126"
"TSlateElementPSDefaulttruefalsetruetrueA","Global","SF_Pixel","1","5341"
"TSlateElementPSDefaulttruetruefalsefalseA","Global","SF_Pixel","1","3297"
"TSlateElementPSDefaulttruetruefalsetrueA","Global","SF_Pixel","1","5463"
"TSlateElementPSDefaulttruetruetruefalseA","Global","SF_Pixel","1","3273"
"TSlateElementPSDefaulttruetruetruetrueA","Global","SF_Pixel","1","5333"
"TSlateElementPSGrayscaleFontfalsetruefalsefalseA","Global","SF_Pixel","1","3223"
"TSlateElementPSGrayscaleFonttruetruefalsefalseA","Global","SF_Pixel","1","3231"
"TSlateElementPSLineSegmentfalsetruefalsefalseA","Global","SF_Pixel","1","3144"
"TSlateElementPSLineSegmenttruetruefalsefalseA","Global","SF_Pixel","1","2983"
"TSlateElementPSMsdfFontfalsetruefalsefalseA","Global","SF_Pixel","1","3338"
"TSlateElementPSMsdfFonttruetruefalsefalseA","Global","SF_Pixel","1","3341"
"TSlateElementPSRoundedBoxfalsetruefalsefalseA","Global","SF_Pixel","1","3817"
"TSlateElementPSRoundedBoxtruetruefalsefalseA","Global","SF_Pixel","1","3840"
"TSlateElementPSSdfFontfalsetruefalsefalseA","Global","SF_Pixel","1","3271"
"TSlateElementPSSdfFonttruetruefalsefalseA","Global","SF_Pixel","1","3315"
"TSpotPercentageCloserShadowProjectionPS5false","Global","SF_Pixel","1","9235"
"TSpotPercentageCloserShadowProjectionPS5true","Global","SF_Pixel","1","9300"
"FDeferredDecalAmbientOcclusionPS","Material","SF_Pixel","1","3239"
"FDeferredDecalEmissivePS","Material","SF_Pixel","1","3636"
"FDeferredDecalPS","Material","SF_Pixel","1","3373"
"FHWRasterizeMS","Material","SF_Mesh","105","940857"
"FHWRasterizePS","Material","SF_Pixel","55","362927"
"FHWRasterizeVS","Material","SF_Vertex","62","441159"
"FLightFunctionAtlasSlotPS","Material","SF_Pixel","2","4788"
"FLightFunctionPS","Material","SF_Pixel","2","8022"
"FLightFunctionRayTracingShader","Material","SF_RayMiss","2","74140"
"FLightFunctionVS","Material","SF_Vertex","1","2401"
"FLumenDirectLightingShadowMaskFromLightAttenuationWithLightFunctionCS","Material","SF_Compute","40","348483"
"FLumenSceneEvaluateStandaloneLightMaterialCS","Material","SF_Compute","4","17117"
"FMicropolyRasterizeCS","Material","SF_Compute","190","3160159"
"FPathTracingLightingMS","Material","SF_RayMiss","2","8053"
"FPathTracingVolumetricCloudMaterial","Material","SF_RayCallable","1","21532"
"FPostProcessMaterialPS","Material","SF_Pixel","4","13888"
"FPostProcessMaterialVS","Material","SF_Vertex","2","4138"
"FRayTracingDecalMaterialShader","Material","SF_RayCallable","1","4820"
"FTranslucentLightingInjectPS","Material","SF_Pixel","64","724651"
"FVolumetricFogLightFunctionPS","Material","SF_Pixel","8","28201"
"FAnisotropyPS","MeshMaterial","SF_Pixel","6","34537"
"FAnisotropyVS","MeshMaterial","SF_Vertex","4","27170"
"FCloudRenderViewPS000","MeshMaterial","SF_Pixel","1","16611"
"FCloudRenderViewPS001","MeshMaterial","SF_Pixel","1","18576"
"FCloudRenderViewPS010","MeshMaterial","SF_Pixel","1","19971"
"FCloudRenderViewPS011","MeshMaterial","SF_Pixel","1","21884"
"FCloudRenderViewPS100","MeshMaterial","SF_Pixel","1","17414"
"FCloudRenderViewPS101","MeshMaterial","SF_Pixel","1","19586"
"FCloudRenderViewPS110","MeshMaterial","SF_Pixel","1","20483"
"FCloudRenderViewPS111","MeshMaterial","SF_Pixel","1","22759"
"FDeepShadowDepthMeshPS","MeshMaterial","SF_Pixel","1","1202"
"FDeepShadowDepthMeshVS","MeshMaterial","SF_Vertex","1","5494"
"FDeepShadowDomMeshPS","MeshMaterial","SF_Pixel","1","2453"
"FDeepShadowDomMeshVS","MeshMaterial","SF_Vertex","1","5732"
"FDepthOnlyPS","MeshMaterial","SF_Pixel","38","120998"
"FHairMaterialPS","MeshMaterial","SF_Pixel","2","20037"
"FHairMaterialVS","MeshMaterial","SF_Vertex","1","3452"
"FHairVisibilityPS<HairVisibilityRenderMode_MSAA_Visibility>","MeshMaterial","SF_Pixel","1","1961"
"FHairVisibilityPS<HairVisibilityRenderMode_PPLL>","MeshMaterial","SF_Pixel","1","3911"
"FHairVisibilityPS<HairVisibilityRenderMode_Transmittance>","MeshMaterial","SF_Pixel","1","3024"
"FHairVisibilityPS<HairVisibilityRenderMode_TransmittanceAndHairCount>","MeshMaterial","SF_Pixel","1","3090"
"FHitProxyPS","MeshMaterial","SF_Pixel","68","203273"
"FHitProxyVS","MeshMaterial","SF_Vertex","69","525137"
"FLandscapePhysicalMaterialPS","MeshMaterial","SF_Pixel","1","1740"
"FLandscapePhysicalMaterialVS","MeshMaterial","SF_Vertex","2","11793"
"FLumenCardCS","MeshMaterial","SF_Compute","18","356497"
"FLumenCardPS","MeshMaterial","SF_Pixel","144","893057"
"FLumenCardVS","MeshMaterial","SF_Vertex","22","133622"
"FLumenFrontLayerTranslucencyGBufferPS","MeshMaterial","SF_Pixel","13","73341"
"FLumenFrontLayerTranslucencyGBufferVS","MeshMaterial","SF_Vertex","6","40204"
"FLumenTranslucencyRadianceCacheMarkPS","MeshMaterial","SF_Pixel","11","73036"
"FLumenTranslucencyRadianceCacheMarkVS","MeshMaterial","SF_Vertex","17","120320"
"FMeshDecalsAmbientOcclusionPS","MeshMaterial","SF_Pixel","1","2464"
"FMeshDecalsEmissivePS","MeshMaterial","SF_Pixel","1","3151"
"FMeshDecalsPS","MeshMaterial","SF_Pixel","1","2518"
"FMeshDecalsVS","MeshMaterial","SF_Vertex","3","21422"
"FPathTracingBuildCloudAccelerationMapCS","MeshMaterial","SF_Compute","1","7040"
"FPathTracingMaterialCHS","MeshMaterial","SF_RayHitGroup","124","1651852"
"FPathTracingMaterialCHS_AHS","MeshMaterial","SF_RayHitGroup","80","1217772"
"FPathTracingMaterialCHS_AHS_IS","MeshMaterial","SF_RayHitGroup","2","21049"
"FPathTracingMaterialCHS_IS","MeshMaterial","SF_RayHitGroup","2","18377"
"FRayTracingDecalMaterialCHS_AHS","MeshMaterial","SF_RayHitGroup","1","5903"
"FRayTracingDynamicGeometryConverterCS","MeshMaterial","SF_Compute","32","217214"
"FRenderVolumetricCloudEmptySpaceSkippingCS","MeshMaterial","SF_Compute","1","1542"
"FRenderVolumetricCloudRenderViewCS","MeshMaterial","SF_Compute","64","1688682"
"FRenderVolumetricCloudVS","MeshMaterial","SF_Vertex","1","1499"
"FVelocityPS","MeshMaterial","SF_Pixel","65","261936"
"FVelocityVS","MeshMaterial","SF_Vertex","64","587342"
"FVolumetricCloudShadowPS","MeshMaterial","SF_Pixel","1","6666"
"TBasePassCSFNoLightMapPolicy","MeshMaterial","SF_Compute","20","358163"
"TBasePassCSFNoLightMapPolicySkylight","MeshMaterial","SF_Compute","17","324542"
"TBasePassPSFNoLightMapPolicy","MeshMaterial","SF_Pixel","193","1748814"
"TBasePassPSFNoLightMapPolicySkylight","MeshMaterial","SF_Pixel","166","1764062"
"TBasePassPSFSelfShadowedTranslucencyPolicy","MeshMaterial","SF_Pixel","13","335561"
"TBasePassPSFSelfShadowedTranslucencyPolicySkylight","MeshMaterial","SF_Pixel","13","345002"
"TBasePassVSFNoLightMapPolicy","MeshMaterial","SF_Vertex","92","737120"
"TBasePassVSFSelfShadowedTranslucencyPolicy","MeshMaterial","SF_Vertex","10","102139"
"TDepthOnlyVS<false>","MeshMaterial","SF_Vertex","80","528447"
"TDepthOnlyVS<true>","MeshMaterial","SF_Vertex","4","21073"
"THairVisiblityVS_MSAAVisibility_Culling","MeshMaterial","SF_Vertex","1","5256"
"THairVisiblityVS_MSAAVisibility_NoCulling","MeshMaterial","SF_Vertex","1","4999"
"THairVisiblityVS_PPLL","MeshMaterial","SF_Vertex","1","7307"
"THairVisiblityVS_Transmittance","MeshMaterial","SF_Vertex","1","6041"
"THairVisiblityVS_TransmittanceAndHairCount","MeshMaterial","SF_Vertex","1","6041"
"TMaterialCHSFNoLightMapPolicy","MeshMaterial","SF_RayHitGroup","115","1415646"
"TMaterialCHSFNoLightMapPolicyFAnyHitShader","MeshMaterial","SF_RayHitGroup","75","1064360"
